,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
2105,12.0,0.01,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.343
2106,17.0,0.108,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.448
2107,17.0,0.089,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.482
2108,17.0,0.052,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.425
2109,17.0,0.054,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.301
2110,16.0,0.3,Politico,"year, also, could, may, new, many, one, business, system, use",0.36
2111,4.0,0.036,Politico,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.403
2112,17.0,0.046,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.372
2113,17.0,0.135,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.419
2114,12.0,0.058,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.158
2115,12.0,0.019,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.353
2116,17.0,0.112,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.36
2117,17.0,0.115,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.382
2118,17.0,0.003,Politico,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.37
2119,2.0,0.066,Politico,"said, n’t, would, say, like, people, one, get, time, know",0.445
2120,12.0,0.106,Politico,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.352
2121,2.0,0.108,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.42
2122,12.0,-0.028,WashingtonPost,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.341
2123,2.0,0.014,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.446
2124,11.0,0.123,WashingtonPost,"said, police, killed, according, told, war, people, family, prison, two",0.447
2125,2.0,-0.014,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.436
2126,19.0,0.133,WashingtonPost,"show, one, story, like, time, life, first, book, world, new",0.465
2127,19.0,0.147,WashingtonPost,"show, one, story, like, time, life, first, book, world, new",0.484
2128,1.0,0.094,WashingtonPost,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.342
2129,16.0,0.075,WashingtonPost,"year, also, could, may, new, many, one, business, system, use",0.413
2130,1.0,0.086,WashingtonPost,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.425
2131,10.0,0.045,WashingtonPost,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.273
2132,11.0,0.055,WashingtonPost,"said, police, killed, according, told, war, people, family, prison, two",0.416
2133,12.0,0.124,WashingtonPost,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.367
2134,12.0,-0.005,WashingtonPost,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.523
2135,2.0,0.104,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.45
2136,17.0,0.138,WashingtonPost,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.432
2137,2.0,0.081,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.469
2138,10.0,0.055,WashingtonPost,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.437
2139,10.0,0.134,WashingtonPost,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.428
2140,16.0,0.133,WashingtonPost,"year, also, could, may, new, many, one, business, system, use",0.533
2141,15.0,0.102,WashingtonPost,"game, team, player, first, win, season, year, sport, final, woman",0.452
2142,15.0,0.152,WashingtonPost,"game, team, player, first, win, season, year, sport, final, woman",0.483
2143,12.0,-0.016,WashingtonPost,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.447
2144,12.0,0.093,WashingtonPost,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.382
2145,19.0,0.131,WashingtonPost,"show, one, story, like, time, life, first, book, world, new",0.433
2146,19.0,0.063,WashingtonPost,"show, one, story, like, time, life, first, book, world, new",0.535
2147,5.0,0.037,WashingtonPost,"year, city, say, home, people, one, time, day, two, many",0.411
2148,2.0,0.125,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.432
2149,1.0,0.084,WashingtonPost,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.397
2150,12.0,0.06,WashingtonPost,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.309
2151,11.0,0.055,WashingtonPost,"said, police, killed, according, told, war, people, family, prison, two",0.43
2152,10.0,0.103,WashingtonPost,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.304
2153,14.0,0.081,WashingtonPost,"student, school, university, college, education, high_school, class, child, teacher, black",0.414
2154,2.0,-0.001,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.448
2155,16.0,0.055,WashingtonPost,"year, also, could, may, new, many, one, business, system, use",0.447
2156,2.0,0.113,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.449
2157,5.0,0.095,WashingtonPost,"year, city, say, home, people, one, time, day, two, many",0.414
2158,11.0,0.058,WashingtonPost,"said, police, killed, according, told, war, people, family, prison, two",0.27
2159,11.0,-0.008,WashingtonPost,"said, police, killed, according, told, war, people, family, prison, two",0.261
2160,11.0,-0.02,WashingtonPost,"said, police, killed, according, told, war, people, family, prison, two",0.329
2161,11.0,0.005,WashingtonPost,"said, police, killed, according, told, war, people, family, prison, two",0.376
2162,15.0,0.204,WashingtonPost,"game, team, player, first, win, season, year, sport, final, woman",0.435
2163,15.0,0.145,WashingtonPost,"game, team, player, first, win, season, year, sport, final, woman",0.471
2164,18.0,0.209,WashingtonPost,"woman, boling, white, cook, souffle, black, egg, recipe, cheese, dish",0.481
2165,6.0,0.322,WashingtonPost,"parson, card, nader, hide_caption_photo_wonder, ice, restaurant, gas, hail, simpson, new_orleans",0.513
2166,6.0,0.097,WashingtonPost,"parson, card, nader, hide_caption_photo_wonder, ice, restaurant, gas, hail, simpson, new_orleans",0.417
2167,19.0,0.135,WashingtonPost,"show, one, story, like, time, life, first, book, world, new",0.468
2168,19.0,0.172,WashingtonPost,"show, one, story, like, time, life, first, book, world, new",0.48
2169,16.0,0.109,WashingtonPost,"year, also, could, may, new, many, one, business, system, use",0.362
2170,4.0,0.033,WashingtonPost,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.433
2171,4.0,0.109,WashingtonPost,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.475
2172,2.0,0.109,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.401
2173,2.0,0.024,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.428
2174,18.0,0.229,WashingtonPost,"woman, boling, white, cook, souffle, black, egg, recipe, cheese, dish",0.441
2175,6.0,0.0,WashingtonPost,"parson, card, nader, hide_caption_photo_wonder, ice, restaurant, gas, hail, simpson, new_orleans",0.0
2176,19.0,-0.25,WashingtonPost,"show, one, story, like, time, life, first, book, world, new",0.25
2177,2.0,0.5,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.5
2178,19.0,0.05,WashingtonPost,"show, one, story, like, time, life, first, book, world, new",0.05
2179,16.0,0.433,WashingtonPost,"year, also, could, may, new, many, one, business, system, use",0.7
2180,8.0,0.0,WashingtonPost,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.0
2181,2.0,0.4,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.375
2182,2.0,0.136,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.5
2183,17.0,0.095,WashingtonPost,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.302
2184,8.0,0.021,WashingtonPost,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.305
2185,9.0,0.062,WashingtonPost,"church, pastor, macron, band, woodson, kabul, wartburg_watch, mr._erickson, survivor, soviet",0.217
2186,11.0,-0.004,WashingtonPost,"said, police, killed, according, told, war, people, family, prison, two",0.232
2187,12.0,0.123,WashingtonPost,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.492
2188,12.0,0.044,WashingtonPost,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.414
2189,5.0,0.115,WashingtonPost,"year, city, say, home, people, one, time, day, two, many",0.427
2190,6.0,0.03,WashingtonPost,"parson, card, nader, hide_caption_photo_wonder, ice, restaurant, gas, hail, simpson, new_orleans",0.541
2191,2.0,0.138,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.469
2192,2.0,0.093,WashingtonPost,"said, n’t, would, say, like, people, one, get, time, know",0.413
2193,19.0,0.052,BBC,"show, one, story, like, time, life, first, book, world, new",0.497
2194,2.0,-0.017,BBC,"said, n’t, would, say, like, people, one, get, time, know",0.454
2195,16.0,0.098,BBC,"year, also, could, may, new, many, one, business, system, use",0.442
2196,16.0,0.15,BBC,"year, also, could, may, new, many, one, business, system, use",0.444
2197,2.0,0.192,BBC,"said, n’t, would, say, like, people, one, get, time, know",0.607
2198,4.0,0.105,BBC,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.435
2199,2.0,0.134,BBC,"said, n’t, would, say, like, people, one, get, time, know",0.531
2200,19.0,0.126,BBC,"show, one, story, like, time, life, first, book, world, new",0.491
2201,16.0,0.078,BBC,"year, also, could, may, new, many, one, business, system, use",0.371
2202,16.0,0.086,BBC,"year, also, could, may, new, many, one, business, system, use",0.413
2203,21.0,0.125,BBC,"said, health, study, research, food, fda, science, drug, found, treatment",0.447
2204,21.0,0.089,BBC,"said, health, study, research, food, fda, science, drug, found, treatment",0.426
2205,21.0,0.179,BBC,"said, health, study, research, food, fda, science, drug, found, treatment",0.424
2206,16.0,0.143,BBC,"year, also, could, may, new, many, one, business, system, use",0.451
2207,6.0,0.107,BBC,"parson, card, nader, hide_caption_photo_wonder, ice, restaurant, gas, hail, simpson, new_orleans",0.36
2208,2.0,0.083,BBC,"said, n’t, would, say, like, people, one, get, time, know",0.433
2209,16.0,0.017,BBC,"year, also, could, may, new, many, one, business, system, use",0.368
2210,19.0,0.125,BBC,"show, one, story, like, time, life, first, book, world, new",0.384
2211,12.0,-0.002,BBC,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.445
2212,11.0,0.017,BBC,"said, police, killed, according, told, war, people, family, prison, two",0.342
2213,10.0,0.048,BBC,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.371
2214,18.0,0.06,BBC,"woman, boling, white, cook, souffle, black, egg, recipe, cheese, dish",0.329
2215,2.0,-0.015,BBC,"said, n’t, would, say, like, people, one, get, time, know",0.53
2216,2.0,0.2,BBC,"said, n’t, would, say, like, people, one, get, time, know",0.2
2217,12.0,-0.156,BBC,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.344
2218,2.0,0.029,BBC,"said, n’t, would, say, like, people, one, get, time, know",0.41
2219,19.0,0.183,BBC,"show, one, story, like, time, life, first, book, world, new",0.495
2220,2.0,0.262,BBC,"said, n’t, would, say, like, people, one, get, time, know",0.561
2221,17.0,0.063,BBC,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.409
2222,12.0,0.074,BBC,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.423
2223,2.0,0.078,BBC,"said, n’t, would, say, like, people, one, get, time, know",0.452
2224,16.0,0.007,BBC,"year, also, could, may, new, many, one, business, system, use",0.353
2225,21.0,0.078,BBC,"said, health, study, research, food, fda, science, drug, found, treatment",0.433
2226,16.0,0.104,BBC,"year, also, could, may, new, many, one, business, system, use",0.394
